"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"BNIP3L",0.729,0.463774837864292,0.458,1.20844944884798,0.815,0.549,"8","BNIP3L"
"PRPF38A",0.729,0.481254823876206,0.458,1.31432837609957,0.793,0.547,"8","PRPF38A"
"COPS31",0.728,0.605945966961408,0.456,1.44084498458279,0.787,0.608,"8","COPS3"
"KLHDC2",0.728,0.434645109981573,0.456,1.27080554448787,0.781,0.492,"8","KLHDC2"
"VPS26A",0.728,0.468620395199381,0.456,1.30153978280923,0.787,0.514,"8","VPS26A"
"UPF2",0.728,0.471627029512479,0.456,1.08704084491362,0.875,0.684,"8","UPF2"
"PPP3CA",0.728,0.507332404264385,0.456,1.44900582429851,0.761,0.462,"8","PPP3CA"
"ANAPC13",0.728,0.438457775048698,0.456,1.24325641446781,0.793,0.525,"8","ANAPC13"
"C1D",0.728,0.444414134135514,0.456,1.20153498640819,0.795,0.572,"8","C1D"
"JUN",0.728,1.20134376849279,0.456,3.55298708781423,0.534,0.111,"8","JUN"
"BAX",0.727,0.612258489918375,0.454,1.14494262404352,0.906,0.828,"8","BAX"
"IER2",0.727,0.722566076818456,0.454,1.7661541053663,0.756,0.492,"8","IER2"
"BPTF",0.727,0.51902726689388,0.454,1.27479124884595,0.804,0.598,"8","BPTF"
"TOX4",0.727,0.464674326720203,0.454,1.63950057358851,0.685,0.359,"8","TOX4"
"SRA1",0.727,0.527088461943229,0.454,1.91258926412558,0.656,0.335,"8","SRA1"
"EIF1B",0.727,0.476268779924939,0.454,1.08581907893808,0.869,0.694,"8","EIF1B"
"DUSP11",0.727,0.476464562547488,0.454,1.66645271849076,0.699,0.367,"8","DUSP11"
"DRAM2",0.727,0.471476086291969,0.454,1.49659192220947,0.727,0.416,"8","DRAM2"
"GPX4",0.726,0.474487574916388,0.452,0.808685825180993,0.98,0.919,"8","GPX4"
"C16orf87",0.726,0.682033315686997,0.452,2.46333655309001,0.619,0.287,"8","C16orf87"
"YWHAZ",0.726,0.451773994216788,0.452,0.899785236275365,0.943,0.829,"8","YWHAZ"
"RBM22",0.726,0.462723003928241,0.452,1.40885095228028,0.744,0.459,"8","RBM22"
"ORMDL1",0.726,0.442917522202151,0.452,1.04272759783146,0.866,0.695,"8","ORMDL1"
"THUMPD2",0.726,0.627269921001006,0.452,2.16575830741999,0.634,0.306,"8","THUMPD2"
"CAMTA1",0.726,0.436725109793282,0.452,1.00349541852343,0.878,0.702,"8","CAMTA1"
"ZMAT5",0.725,0.532260593326927,0.45,1.75711186541194,0.682,0.384,"8","ZMAT5"
"CGRRF1",0.725,0.498544967501358,0.45,2.3858567167706,0.574,0.174,"8","CGRRF1"
"CHORDC1",0.725,0.525291077048062,0.45,1.43881754714632,0.759,0.498,"8","CHORDC1"
"ZFAND1",0.725,0.489329768425901,0.45,1.35939428958795,0.778,0.504,"8","ZFAND1"
"RP9",0.725,0.538404671510256,0.45,2.31907070042368,0.597,0.225,"8","RP9"
"LAPTM5",0.725,0.433944166594615,0.45,0.758825365762887,0.983,0.931,"8","LAPTM5"
"SNAPC1",0.724,0.520408398425573,0.448,2.28761050629173,0.591,0.215,"8","SNAPC1"
"NFKBIA1",0.724,0.821324525988371,0.448,1.52533842047039,0.866,0.617,"8","NFKBIA"
"CASP3",0.724,0.514244368812402,0.448,1.60231670574307,0.707,0.385,"8","CASP3"
"IRF2",0.724,0.514500126165884,0.448,1.85694268010526,0.651,0.31,"8","IRF2"
"SCOC",0.724,0.459422577691601,0.448,1.39650877756056,0.747,0.478,"8","SCOC"
"NDUFV2",0.723,0.418982279015483,0.446,0.812757830261148,0.949,0.847,"8","NDUFV2"
"PSMA1",0.723,0.377725536846331,0.446,0.681613936328908,0.957,0.911,"8","PSMA1"
"PLIN2",0.723,0.702232467823336,0.446,2.08410892651897,0.679,0.367,"8","PLIN2"
"THOC2",0.723,0.498197658995096,0.446,1.17276266628286,0.835,0.655,"8","THOC2"
"BNIP1",0.723,0.523665441204973,0.446,2.99254511487029,0.531,0.134,"8","BNIP1"
"CREBRF",0.723,0.533420924898117,0.446,2.20735923772359,0.585,0.173,"8","CREBRF"
"MYL12A",0.722,0.465643386515656,0.444,0.792123119122402,0.972,0.926,"8","MYL12A"
"ATF1",0.722,0.466247121570856,0.444,1.7109201429984,0.668,0.338,"8","ATF1"
"DDB2",0.722,0.521448042702571,0.444,1.76041590358518,0.662,0.33,"8","DDB2"
"TWISTNB",0.722,0.493581875754973,0.444,1.29840049119426,0.79,0.567,"8","TWISTNB"
"CGGBP1",0.722,0.472869930638291,0.444,1.35480439990877,0.764,0.504,"8","CGGBP1"
"TMEM50A",0.722,0.475806342504864,0.444,0.997509872735392,0.915,0.79,"8","TMEM50A"
"DDX5",0.721,0.524708102221722,0.442,0.879646089495024,0.98,0.947,"8","DDX5"
"TSC22D1",0.721,0.739668907465727,0.442,1.55558557873588,0.818,0.592,"8","TSC22D1"
"KLF10",0.721,0.998427664480491,0.442,3.73106651206742,0.534,0.148,"8","KLF10"
"SRRM1",0.721,0.540153234061677,0.442,1.01426153312429,0.94,0.854,"8","SRRM1"
"RPS19BP1",0.72,0.472935083122414,0.44,1.05943953900858,0.866,0.682,"8","RPS19BP1"
"CYLD",0.72,0.604020677246845,0.44,2.2400500757959,0.611,0.265,"8","CYLD"
"NDUFB9",0.72,0.400222994939761,0.44,0.762109575920302,0.96,0.858,"8","NDUFB9"
"DNAJC2",0.72,0.498062970801383,0.44,1.36975195780632,0.764,0.531,"8","DNAJC2"
"EIF4H",0.72,0.433719642585621,0.44,0.989497954565648,0.884,0.698,"8","EIF4H"
"ARF4",0.72,0.618340283700432,0.44,1.44303330359959,0.815,0.645,"8","ARF4"
"STXBP3",0.72,0.453683949539335,0.44,1.25888776592497,0.778,0.497,"8","STXBP3"
"RPF1",0.72,0.462546870280865,0.44,1.32248765106052,0.761,0.518,"8","RPF1"
"EWSR1",0.719,0.545870890771248,0.438,1.1793629550476,0.889,0.735,"8","EWSR1"
"RAE1",0.719,0.496353601887131,0.438,1.77817826277642,0.662,0.36,"8","RAE1"
"DPM1",0.719,0.454025107896394,0.438,1.15978655355903,0.83,0.616,"8","DPM1"
"SNRPB2",0.719,0.398353728866341,0.438,0.762042226795628,0.974,0.871,"8","SNRPB2"
"SAP30BP",0.719,0.480513954346426,0.438,1.64545430715527,0.668,0.37,"8","SAP30BP"
"NT5C",0.719,0.507198846989863,0.438,1.26510500206297,0.812,0.608,"8","NT5C"
"COPS2",0.719,0.479718635367082,0.438,1.43093923720276,0.741,0.47,"8","COPS2"
"HLA-E",0.719,0.392607794562534,0.438,0.734836548528018,0.957,0.869,"8","HLA-E"
"MRPS22",0.719,0.463479385443575,0.438,1.75295396032892,0.653,0.341,"8","MRPS22"
"PPP4R2",0.719,0.501032925156529,0.438,1.54751138187567,0.71,0.431,"8","PPP4R2"
"CEP57",0.718,0.500976683483522,0.436,1.46999341927613,0.727,0.474,"8","CEP57"
"ARL4A",0.718,0.793132032884895,0.436,2.43761406105289,0.636,0.328,"8","ARL4A"
"PHF3",0.718,0.473542565881938,0.436,1.33459450802987,0.75,0.507,"8","PHF3"
"YY1",0.717,0.460310246980627,0.434,1.05539568713327,0.861,0.709,"8","YY1"
"UPF3A",0.717,0.464463556944293,0.434,1.28846429686097,0.773,0.521,"8","UPF3A"
"PSPC1",0.717,0.565745255680824,0.434,1.91601173385192,0.653,0.356,"8","PSPC1"
"DRAM1",0.717,0.489090358582239,0.434,1.93341809162253,0.625,0.277,"8","DRAM1"
"NSL1",0.717,0.459440042610982,0.434,1.37264393104392,0.753,0.491,"8","NSL1"
"DDIT4",0.716,0.880481788151238,0.432,2.82658640844608,0.565,0.177,"8","DDIT4"
"WAC",0.716,0.517510653900002,0.432,1.426938350346,0.75,0.518,"8","WAC"
"PHF1",0.716,0.542435423022932,0.432,2.73815922946031,0.531,0.139,"8","PHF1"
"CDKN2AIP",0.716,0.495120689559544,0.432,1.78761509238279,0.645,0.337,"8","CDKN2AIP"
"IL27RA",0.715,0.604057886796363,0.43,1.85576052718642,0.673,0.4,"8","IL27RA"
"PTS",0.715,0.519150558893845,0.43,2.42763258916158,0.56,0.207,"8","PTS"
"SPCS2",0.715,0.39551667371046,0.43,0.763572684337664,0.96,0.864,"8","SPCS2"
"MRPL49",0.715,0.483319075975989,0.43,2.05369430025799,0.597,0.254,"8","MRPL49"
"ARMCX3",0.715,0.539249150651056,0.43,1.77848838538124,0.665,0.351,"8","ARMCX3"
"PCMT1",0.715,0.412667971745598,0.43,0.902177118922112,0.892,0.751,"8","PCMT1"
"RNF2",0.715,0.464661249668801,0.43,1.76263383461607,0.645,0.322,"8","RNF2"
"ZNF207",0.714,0.5189532694375,0.428,1.10991316139475,0.878,0.764,"8","ZNF207"
"ANXA7",0.714,0.431686605460754,0.428,0.934777545639342,0.918,0.774,"8","ANXA7"
"STX5",0.714,0.46033851338093,0.428,1.97083338278743,0.602,0.254,"8","STX5"
"USP47",0.714,0.482600754622868,0.428,1.63359496681825,0.679,0.357,"8","USP47"
"TSSC4",0.714,0.431932552404575,0.428,1.53591421289795,0.676,0.383,"8","TSSC4"
"PDHB",0.714,0.41505266121767,0.428,1.03248200484488,0.83,0.651,"8","PDHB"
"PRRC2C",0.714,0.433822955225457,0.428,0.844571197380812,0.957,0.839,"8","PRRC2C"
"ZNF24",0.713,0.558128835183577,0.426,1.83781579036196,0.653,0.377,"8","ZNF24"
"ACTR10",0.713,0.446078570343977,0.426,1.20874207258847,0.793,0.576,"8","ACTR10"
"NET1",0.713,0.836249608191245,0.426,2.16630467012918,0.685,0.414,"8","NET1"
"RSBN1L",0.713,0.455484602626075,0.426,1.29272970641938,0.75,0.512,"8","RSBN1L"
"UFL1",0.713,0.470013946731564,0.426,1.71180722849569,0.639,0.32,"8","UFL1"
"IRF1",0.713,0.605305500236837,0.426,1.83196697128544,0.668,0.369,"8","IRF1"
"MRPS30",0.713,0.468804781619707,0.426,1.55665224354491,0.682,0.404,"8","MRPS30"
"GOLGB1",0.713,0.452020810719235,0.426,1.49608494513613,0.693,0.37,"8","GOLGB1"
"RYBP",0.713,0.476362084016438,0.426,1.58426221250418,0.679,0.37,"8","RYBP"
"IP6K2",0.713,0.462670283160217,0.426,1.54285797162257,0.682,0.379,"8","IP6K2"
"YARS",0.713,0.512266079862696,0.426,1.56803095328479,0.713,0.437,"8","YARS"
"PMAIP1",0.712,0.69978543175525,0.424,2.17854958690045,0.642,0.34,"8","PMAIP1"
"DNAJA2",0.712,0.435980055819276,0.424,1.35527619660291,0.724,0.467,"8","DNAJA2"
"MRPS31",0.712,0.482207062369112,0.424,1.49985702395131,0.707,0.432,"8","MRPS31"
"MRPL50",0.712,0.464505761967667,0.424,1.27115753438993,0.77,0.564,"8","MRPL50"
"MED30",0.712,0.472392728625222,0.424,1.56454606039347,0.679,0.413,"8","MED30"
"NDUFA5",0.712,0.444003583461976,0.424,1.01613597791887,0.855,0.718,"8","NDUFA5"
"ACTR3",0.712,0.415803859119083,0.424,0.826598317915604,0.918,0.819,"8","ACTR3"
"DYNLT1",0.711,0.443861215603958,0.422,1.05760768579232,0.838,0.665,"8","DYNLT1"
"JMJD1C",0.71,0.431615410777519,0.42,1.32571422347347,0.713,0.426,"8","JMJD1C"
"STAG2",0.71,0.434027541324819,0.42,1.17176430241708,0.784,0.557,"8","STAG2"
"POLK",0.71,0.4525654107297,0.42,1.64712687989899,0.648,0.327,"8","POLK"
"MBOAT2",0.71,0.48126353193194,0.42,2.11531862251432,0.58,0.218,"8","MBOAT2"
"MIER1",0.71,0.427452354702915,0.42,1.34825507113438,0.716,0.434,"8","MIER1"
"DDX52",0.709,0.458259523412749,0.418,1.34866529813901,0.739,0.478,"8","DDX52"
"SHOC2",0.709,0.419884563144329,0.418,1.30107303408361,0.722,0.452,"8","SHOC2"
"AASDHPPT",0.709,0.426822616649963,0.418,1.3744152645925,0.705,0.437,"8","AASDHPPT"
"UBQLN1",0.709,0.464094520401323,0.418,1.50330293084153,0.688,0.42,"8","UBQLN1"
"CNOT2",0.708,0.460276579216171,0.416,1.38004027742527,0.722,0.481,"8","CNOT2"
"STARD10",0.708,0.566786889380206,0.416,2.3565924496714,0.557,0.204,"8","STARD10"
"TERF1",0.708,0.457449506021726,0.416,1.47189053086565,0.688,0.419,"8","TERF1"
"CD1641",0.708,0.369859195142214,0.416,0.68765548922722,0.963,0.867,"8","CD164"
"SNRNP27",0.708,0.50138653586757,0.416,1.51677324743425,0.702,0.443,"8","SNRNP27"
"TSNAX",0.708,0.459569609553917,0.416,1.62364523004262,0.656,0.367,"8","TSNAX"
"PTPRC",0.708,0.416814945408005,0.416,0.786928288692674,0.938,0.82,"8","PTPRC"
"YY1AP1",0.708,0.526581252919995,0.416,2.34913546406379,0.554,0.215,"8","YY1AP1"
"PTTG1IP",0.707,0.473986108440344,0.414,1.19608198263906,0.798,0.588,"8","PTTG1IP"
"PSMD8",0.707,0.396750399250608,0.414,0.803256796457321,0.915,0.801,"8","PSMD8"
"PSMD7",0.707,0.444289711709479,0.414,0.959763456502886,0.903,0.741,"8","PSMD7"
"NEMF",0.707,0.481424778649881,0.414,1.29413788865328,0.756,0.547,"8","NEMF"
"CLEC2B",0.707,0.48112560049178,0.414,1.09125912159144,0.832,0.663,"8","CLEC2B"
"EIF3A",0.707,0.445510329501606,0.414,0.855275440166528,0.923,0.826,"8","EIF3A"
"RAD21",0.707,0.417163214502465,0.414,1.02465404607223,0.824,0.615,"8","RAD21"
"RB1CC1",0.707,0.491072484350552,0.414,1.60668857377299,0.67,0.375,"8","RB1CC1"
"DLD",0.707,0.501880195112057,0.414,1.31913686669877,0.77,0.563,"8","DLD"
"GPSM31",0.707,0.465594147619343,0.414,0.976184443834686,0.884,0.757,"8","GPSM3"
"CHMP2B",0.707,0.437856221326044,0.414,1.39580506712334,0.705,0.444,"8","CHMP2B"
"NKTR",0.707,0.47137286571853,0.414,1.18677046642408,0.784,0.602,"8","NKTR"
"SAFB",0.706,0.465703997873047,0.412,1.41926379507822,0.69,0.452,"8","SAFB"
"LUC7L3",0.706,0.381292361943868,0.412,0.728591247732165,0.935,0.876,"8","LUC7L3"
"SNX6",0.706,0.400061052723246,0.412,1.04430348504505,0.812,0.616,"8","SNX6"
"CHMP4A",0.706,0.464451505651981,0.412,1.19583294175863,0.795,0.601,"8","CHMP4A"
"PCMTD1",0.706,0.473571913475495,0.412,1.59677278854891,0.659,0.349,"8","PCMTD1"
"HDAC21",0.706,0.410103608882518,0.412,0.84181968209874,0.909,0.777,"8","HDAC2"
"MRPS18A",0.706,0.446695189293052,0.412,1.65127655814587,0.634,0.365,"8","MRPS18A"
"RBM5",0.706,0.434579329708758,0.412,1.3479702466595,0.702,0.422,"8","RBM5"
"TMBIM1",0.706,0.54973031755541,0.412,1.92061913513526,0.622,0.314,"8","TMBIM1"
"CNIH4",0.706,0.46038852743822,0.412,1.69709797460047,0.636,0.337,"8","CNIH4"
"FBXO7",0.705,0.46346483030117,0.41,1.12180331968504,0.812,0.624,"8","FBXO7"
"EIF2S2",0.705,0.445422291040944,0.41,0.80412628429602,0.966,0.887,"8","EIF2S2"
"RNF138",0.705,0.460516929318715,0.41,1.58189350508126,0.659,0.397,"8","RNF138"
"TRIP11",0.705,0.510925555601368,0.41,1.84496693601919,0.619,0.318,"8","TRIP11"
"FAM177A1",0.705,0.433796261879367,0.41,1.32038801085394,0.727,0.472,"8","FAM177A1"
"FAM122A",0.705,0.434621335942252,0.41,2.16601651289121,0.554,0.208,"8","FAM122A"
"IMPA1",0.705,0.445957483174322,0.41,1.77963539414949,0.608,0.287,"8","IMPA1"
"MBNL1",0.705,0.396129139432483,0.41,0.879512267282071,0.878,0.737,"8","MBNL1"
"COQ10B",0.705,0.452977846611533,0.41,1.97226735573821,0.58,0.244,"8","COQ10B"
"SF3B6",0.705,0.381146558559375,0.41,0.693570732090322,0.977,0.903,"8","SF3B6"
"MEAF6",0.705,0.38722608707009,0.41,0.939988592907783,0.847,0.676,"8","MEAF6"
"RNFT1",0.704,0.401504688024321,0.408,1.6921512034405,0.608,0.269,"8","RNFT1"
"DNAJC7",0.704,0.452906018618518,0.408,1.06286720680708,0.827,0.687,"8","DNAJC7"
"CARD19",0.704,0.51519328918837,0.408,1.31474111725008,0.767,0.568,"8","CARD19"
"CHTOP",0.704,0.437792646505251,0.408,1.22589839399388,0.747,0.544,"8","CHTOP"
"SS18",0.703,0.465489008521273,0.406,1.85273332342312,0.605,0.287,"8","SS18"
"PSMB6",0.703,0.393918306285992,0.406,0.793815222297539,0.929,0.814,"8","PSMB6"
"KMT2E",0.703,0.507204100396377,0.406,1.24505505944945,0.787,0.608,"8","KMT2E"
"MAD2L1BP",0.703,0.46127716159569,0.406,1.98739182918424,0.582,0.262,"8","MAD2L1BP"
"RBM42",0.702,0.464858532019142,0.404,1.37274666036926,0.716,0.498,"8","RBM42"
"DNTTIP1",0.702,0.445015889695222,0.404,1.52399566894363,0.662,0.404,"8","DNTTIP1"
"EMC6",0.702,0.397919370992574,0.404,1.08277146139587,0.798,0.572,"8","EMC6"
"PSMC1",0.702,0.412664918004269,0.404,0.88026799472639,0.869,0.761,"8","PSMC1"
"MICU2",0.702,0.429470084855107,0.404,1.42252245344136,0.676,0.413,"8","MICU2"
"RDX",0.702,0.492112079742244,0.404,1.21862225774129,0.793,0.616,"8","RDX"
"DPF2",0.702,0.419350543845771,0.404,1.57466581510912,0.636,0.333,"8","DPF2"
"CCNL1",0.702,0.651957826746708,0.404,1.54660432596434,0.79,0.597,"8","CCNL1"
"GCC2",0.702,0.438018379505078,0.404,1.2904344788334,0.707,0.446,"8","GCC2"
"KYAT3",0.702,0.483165076016439,0.404,2.0011081700963,0.58,0.259,"8","KYAT3"
"IDH3B",0.701,0.416305172672846,0.402,1.16261143127544,0.764,0.561,"8","IDH3B"
"MEX3B",0.701,0.443661394851694,0.402,1.78568059744101,0.591,0.242,"8","MEX3B"
"HACD11",0.701,0.462127074234324,0.402,1.08700047958069,0.827,0.637,"8","HACD1"
"CDC73",0.701,0.53746630369459,0.402,1.9029763414056,0.611,0.333,"8","CDC73"
"MINPP11",0.847,0.916255431807569,0.694,2.43082908174962,0.866,0.351,"9","MINPP1"
"FCER1A1",0.844,1.03249057507538,0.688,2.16282704571019,0.891,0.339,"9","FCER1A"
"HPGDS3",0.838,1.1609505838659,0.676,2.51303052308744,0.866,0.357,"9","HPGDS"
"CPA31",0.823,1.03860077249318,0.646,2.90402085568017,0.775,0.215,"9","CPA3"
"SLC40A1",0.802,0.715743097332869,0.604,1.80777367900724,0.844,0.402,"9","SLC40A1"
"S100A41",0.802,0.623235167142464,0.604,0.968296925821476,0.997,0.929,"9","S100A4"
"TPSAB12",0.8,0.987883091105172,0.6,1.9059841908153,0.878,0.497,"9","TPSAB1"
"PDLIM11",0.796,0.648214791773231,0.592,1.4178886927392,0.912,0.568,"9","PDLIM1"
"ABCC41",0.791,0.728992684990273,0.582,2.33562462131261,0.747,0.274,"9","ABCC4"
"MIF3",0.789,0.586087996681492,0.578,0.966015066315606,1,0.892,"9","MIF"
"DAD11",0.778,0.639048334343214,0.556,1.15184267189961,0.975,0.868,"9","DAD1"
"AL157895.1",0.775,0.730313319333648,0.55,1.995759500253,0.75,0.295,"9","AL157895.1"
"ATP5MPL2",0.771,0.413380790497027,0.542,0.676923818273104,1,0.964,"9","ATP5MPL"
"CTNNBL11",0.768,0.594345265184944,0.536,1.45681190143624,0.844,0.534,"9","CTNNBL1"
"PTPN6",0.768,0.57523178758297,0.536,1.43949730842401,0.85,0.557,"9","PTPN6"
"RPS292",0.763,0.246154610732697,0.526,0.36153683555681,1,0.999,"9","RPS29"
"PDCD4",0.763,0.554120835590778,0.526,1.45454187865123,0.828,0.504,"9","PDCD4"
"MPP11",0.761,0.595939774542686,0.522,1.48981559388903,0.834,0.534,"9","MPP1"
"MT-CO13",0.76,0.314405126645458,0.52,0.46069910572645,1,0.999,"9","MT-CO1"
"TPSB2",0.758,0.739152735303942,0.516,1.64983672709114,0.816,0.423,"9","TPSB2"
"MT-CO23",0.757,0.306838126406675,0.514,0.451294137620761,1,0.998,"9","MT-CO2"
"HSP90AB12",0.752,0.358105348002275,0.504,0.54667383493803,0.997,0.99,"9","HSP90AB1"
"NPM14",0.751,0.327191597931985,0.502,0.49164142486308,1,0.993,"9","NPM1"
"SERPINB1",0.75,0.643524140416502,0.5,1.0647239544708,0.981,0.937,"9","SERPINB1"
"RPL212",0.748,0.221449591492636,0.496,0.323857292359497,1,1,"9","RPL21"
"SLA",0.745,0.611398734718625,0.49,2.20306282120628,0.653,0.24,"9","SLA"
"SRGN",0.741,0.430725853054116,0.482,0.770637179515473,0.984,0.869,"9","SRGN"
"NAA381",0.736,0.413508135895762,0.472,0.797128314548,0.956,0.766,"9","NAA38"
"CALM21",0.734,0.312753015158628,0.468,0.496119279686277,1,0.982,"9","CALM2"
"AC084033.32",0.733,0.520337668347706,0.466,1.13401846562459,0.856,0.665,"9","AC084033.3"
"HNRNPA14",0.733,0.336031602444568,0.466,0.505420235015955,1,0.992,"9","HNRNPA1"
"RNF130",0.728,0.487617836735085,0.456,1.17603414219566,0.828,0.586,"9","RNF130"
"FHL2",0.727,0.529684370158826,0.454,2.09101305091122,0.616,0.228,"9","FHL2"
"MT-CO32",0.725,0.260233390662474,0.45,0.384405052602096,0.997,0.998,"9","MT-CO3"
"CNRIP1",0.725,0.607059317804077,0.45,3.24603049485529,0.516,0.086,"9","CNRIP1"
"HNRNPC2",0.722,0.361831745958066,0.444,0.607773333981819,0.997,0.948,"9","HNRNPC"
"UQCRB2",0.722,0.311201029468721,0.444,0.505609386177911,1,0.982,"9","UQCRB"
"SH3BGRL",0.722,0.376184734801172,0.444,0.706761689847807,0.969,0.9,"9","SH3BGRL"
"RPS272",0.722,0.175948334450712,0.444,0.256890256532865,1,1,"9","RPS27"
"KLF11",0.72,0.597371555897211,0.44,2.13564553835154,0.581,0.183,"9","KLF1"
"ITGA2B1",0.718,0.520274368635772,0.436,1.70630411701663,0.603,0.214,"9","ITGA2B"
"GATA1",0.718,0.433833652942998,0.436,1.71830529455502,0.584,0.155,"9","GATA1"
"LDHB3",0.715,0.298075976626361,0.43,0.465964188586604,1,0.975,"9","LDHB"
"SKP11",0.714,0.287431728984104,0.428,0.469699133917151,0.997,0.978,"9","SKP1"
"EIF3E3",0.711,0.278668855572327,0.422,0.437263234850219,0.997,0.989,"9","EIF3E"
"HMGN32",0.711,0.428026726220589,0.422,0.791940932429002,0.972,0.871,"9","HMGN3"
"ZMYND8",0.709,0.454360871044636,0.418,1.48739610489094,0.672,0.353,"9","ZMYND8"
"SRP14",0.709,0.271268016529816,0.418,0.432577130273153,1,0.987,"9","SRP14"
"CAT1",0.709,0.459983148252199,0.418,0.942134024526953,0.916,0.752,"9","CAT"
"DECR1",0.709,0.398631095840852,0.418,1.010899537248,0.819,0.598,"9","DECR1"
"FBXO71",0.708,0.459593439241199,0.416,1.11152265446134,0.812,0.625,"9","FBXO7"
"GATA2",0.708,0.459932233024553,0.416,0.983329671875399,0.85,0.579,"9","GATA2"
"H3F3A",0.708,0.225451769165058,0.416,0.343714438356776,1,0.995,"9","H3F3A"
"CCNG12",0.704,0.365936538049139,0.408,0.740062691162874,0.944,0.78,"9","CCNG1"
"HMGB22",0.968,1.57819500665141,0.936,2.56999853488872,1,0.819,"12","HMGB2"
"PTTG11",0.96,1.23213733225624,0.92,2.64355629011016,1,0.501,"12","PTTG1"
"RAN2",0.954,0.825416091196858,0.908,1.30372957715488,1,0.94,"12","RAN"
"HMGB12",0.952,1.0762161219447,0.904,1.62245772784353,1,0.987,"12","HMGB1"
"HMGN22",0.946,1.08037500180584,0.892,1.68316037379017,1,0.954,"12","HMGN2"
"CCNB21",0.945,1.05253324450669,0.89,3.76438527993933,0.944,0.14,"12","CCNB2"
"CCNB1",0.942,1.29098121323588,0.884,3.69793643925002,0.949,0.206,"12","CCNB1"
"HSP90AA12",0.941,0.969112014433848,0.882,1.46077408571855,1,0.983,"12","HSP90AA1"
"BIRC51",0.938,1.07468115604612,0.876,3.17761128951114,0.964,0.188,"12","BIRC5"
"CENPF1",0.934,1.11524393549429,0.868,2.96789827836248,0.98,0.247,"12","CENPF"
"CDC20",0.932,0.991997363075599,0.864,3.93731939393812,0.919,0.12,"12","CDC20"
"NUCKS12",0.927,0.868344225200818,0.854,1.56121743272209,1,0.83,"12","NUCKS1"
"H2AFZ2",0.926,1.03656568211047,0.852,1.6216966331651,1,0.912,"12","H2AFZ"
"HNRNPA2B12",0.921,0.703438724044269,0.842,1.1021735797846,1,0.965,"12","HNRNPA2B1"
"TUBA1B2",0.913,0.84424065997638,0.826,1.27962699621052,0.995,0.943,"12","TUBA1B"
"HSPD12",0.91,0.807387153546828,0.82,1.30839671938495,1,0.915,"12","HSPD1"
"HMGB31",0.905,0.873020401129212,0.81,2.46488828617325,0.954,0.35,"12","HMGB3"
"HMMR",0.9,0.934610207974176,0.8,3.83726385160437,0.853,0.091,"12","HMMR"
"PTGES32",0.893,0.635991282953541,0.786,1.07680066550186,1,0.931,"12","PTGES3"
"PTMA2",0.893,0.48660661954629,0.786,0.713069779927777,0.995,1,"12","PTMA"
"CDKN3",0.889,0.806908473225889,0.778,3.08104432657476,0.878,0.181,"12","CDKN3"
"MAD2L11",0.884,0.814288512618822,0.768,2.12096820973724,0.964,0.394,"12","MAD2L1"
"STMN12",0.88,0.715660729778478,0.76,1.15385840836373,1,0.912,"12","STMN1"
"LSM52",0.879,0.630248390914719,0.758,1.16761531074637,1,0.842,"12","LSM5"
"LDHA2",0.873,0.612510627318974,0.746,1.00398117833281,1,0.923,"12","LDHA"
"NUSAP1",0.867,0.772548863705317,0.734,2.61730809414273,0.893,0.237,"12","NUSAP1"
"MKI671",0.866,0.745084954361634,0.732,2.91910845784299,0.848,0.145,"12","MKI67"
"CCT51",0.859,0.618531581489099,0.718,1.17715140929444,1,0.792,"12","CCT5"
"NAA382",0.858,0.667422012862604,0.716,1.24428692146828,0.995,0.768,"12","NAA38"
"FABP52",0.856,0.718057382429878,0.712,1.26168755554943,1,0.748,"12","FABP5"
"ASPM",0.856,0.808262903715046,0.712,3.54726823467706,0.782,0.106,"12","ASPM"
"CKS2",0.855,0.963965070578618,0.71,1.83305685359904,1,0.731,"12","CKS2"
"HSPE12",0.855,0.663128702291059,0.71,1.08379830092989,1,0.905,"12","HSPE1"
"YBX12",0.855,0.468398901621468,0.71,0.710811085949621,1,0.991,"12","YBX1"
"TPX2",0.854,0.7374359893669,0.708,3.01016095353966,0.822,0.184,"12","TPX2"
"ILF21",0.852,0.571775649294851,0.704,1.08763493531537,1,0.828,"12","ILF2"
"RANBP11",0.851,0.659955552439776,0.702,1.14005579314435,0.995,0.839,"12","RANBP1"
"CENPW",0.851,0.633823784929541,0.702,1.94915037935444,0.929,0.348,"12","CENPW"
"CBX31",0.85,0.546692519088072,0.7,0.923373748403298,1,0.936,"12","CBX3"
"HNRNPD1",0.85,0.617451550142068,0.7,1.20070378774778,1,0.773,"12","HNRNPD"
"CYCS1",0.848,0.655798684230695,0.696,1.14505840635367,1,0.838,"12","CYCS"
"CACYBP1",0.847,0.61010928666081,0.694,1.20161667696517,0.995,0.755,"12","CACYBP"
"DLGAP5",0.846,0.628450885500145,0.692,4.0250250434318,0.736,0.057,"12","DLGAP5"
"ANP32B2",0.845,0.513547094242643,0.69,0.854959611086982,1,0.937,"12","ANP32B"
"TOP2A1",0.844,0.800308573816851,0.688,2.50288293783676,0.853,0.202,"12","TOP2A"
